Item LC 116;Descrição Item;NBS;DESCRIÇÃO NBS;PS ONEROSA? (S/N);ADQ EXTERIOR? (S/N);INDOP;Local incidência IBS;cClassTrib;nome cClassTrib;;
17.01;"Assessoria Ou Consultoria De Qualquer Natureza, Não Contida Em Outros Itens Desta Lista; Análise, Exame, Pesquisa, Coleta, Compilação E Fornecimento De Dados E Informações De Qualquer Natureza, Inclusive Cadastro E Similares.";1.0608.40.00;Serviços de consolidação ou desconsolidação documental de cargas no transporte multimodal ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1001.40.00;Serviços de consultoria imobiliária;;;;;;;;
;;1.1001.50.00;Serviços de assessoria de gestão condominial ;;;;;;;;
;;1.1001.90.00;Serviços imobiliários não classificados em subposições anteriores;;;;;;;;
;;1.1301.30.00;Serviços de documentação e certificação, exceto os serviços notariais e de registro;;;;;;;;
;;1.1303.10.00;Serviços de consultoria tributária para pessoas jurídicas;;;;;;;;
;;1.1303.20.00;Serviços de consultoria tributária para pessoas físicas;;;;;;;;
;;1.1401.11.00;Serviços de consultoria em gestão estratégica;;;;;;;;
;;1.1401.13.00;Serviços de consultoria em gestão de recursos humanos;;;;;;;;
;;1.1401.14.00;Serviços de consultoria em gestão de marketing ;;;;;;;;
;;1.1401.15.00;Serviços de consultoria em gestão operacional;;;;;;;;
;;1.1401.16.00;Serviços de consultoria em gestão energética;;;;;;;;
;;1.1401.17.00;Serviços de consultoria em gestão de cadeia logística;;;;;;;;
;;1.1401.18.00;Serviços de consultoria em gestão hospitalar;;;;;;;;
;;1.1401.19.00;Serviços de consultoria em gestão empresarial não classificados em subposições anteriores;;;;;;;;
;;1.1401.39.00;Serviços de assessoria empresarial não classificados em subposições anteriores;;;;;;;;
;;1.1410.10.00;Serviços de consultoria ambiental;;;;;;;;
;;1.1410.90.00;Serviços de consultoria técnica e científica não classificados em subposições anteriores;;;;;;;;
;;1.1412.00.00;Serviços para registros de marcas comerciais e de franquias empresariais, exceto as licenças de uso de direito;;;;;;;;
;;1.1413.00.00;Serviços de prospecção de clientes;;;;;;;;
;;1.1414.00.00;Serviços de prospecção de fornecedores;;;;;;;;
;;1.1407.00.00;Pesquisas de mercado e serviços de pesquisa de opinião pública;;;;;;;;
;;1.1806.10.00;Serviços de informação cadastral e análise de crédito;;;;;;;;
17.02;Datilografia, Digitação, Estenografia, Expediente, Secretaria Em Geral, Resposta Audível, Redação, Edição, Interpretação, Revisão, Tradução, Apoio E Infra-Estrutura Administrativa E Congêneres.;1.1411.00.00;Serviços de tradução e de intérpretes;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.31.00;Serviços de call center ;;;;;;;;
;;1.1806.39.00;Serviços de apoio às atividades empresariais por meio de telefone não classificados em subposições anteriores;;;;;;;;
;;1.1806.40.00;Serviços combinados de escritório e apoio administrativo ;;;;;;;;
;;1.1806.52.00;Serviços de execução e envio de mala direta e de elaboração de listas de endereços ;;;;;;;;
;;1.1806.53.00;Serviços de preparação de documentos ;;;;;;;;
;;1.1806.59.00;Serviços especializados de apoio a escritório não classificados em subposições anteriores;;;;;;;;
17.03;Planejamento, Coordenação, Programação Ou Organização Técnica, Financeira Ou Administrativa.;1.1401.29.00;Serviços de gestão não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1401.39.00;Serviços de assessoria empresarial não classificados em subposições anteriores;;;;;;;;
17.04;Recrutamento, Agenciamento, Seleção E Colocação De Mão-De-Obra.;1.1801.11.00;Serviço de recrutamento e seleção de profissionais executivos;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1801.12.00;Serviço de recrutamento e seleção de profissionais, exceto executivos;;;;;;;;
17.05;Fornecimento De Mão-De-Obra, Mesmo Em Caráter Temporário, Inclusive De Empregados Ou Trabalhadores, Avulsos Ou Temporários, Contratados Pelo Prestador De Serviço.;1.1801.21.00;Serviços de fornecimento de mão de obra terceirizada, exceto temporária;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1801.22.00;Serviços de fornecimento de mão de obra temporária;;;;;;;;
;;1.1801.29.00;Serviços de fornecimento de mão de obra não classificados em subposições anteriores;;;;;;;;
17.06;Propaganda E Publicidade, Inclusive Promoção De Vendas, Planejamento De Campanhas Ou Sistemas De Publicidade, Elaboração De Desenhos, Textos E Demais Materiais Publicitários.;1.1406.11.00;Serviços de campanhas publicitárias ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1406.12.00;Serviços de marketing direto e mala direta;;;;;;;;
;;1.1406.19.00;Serviços de propaganda não classificados em subposições anteriores;;;;;;;;
;;1.1407.00.00;Pesquisas de mercado e serviços de pesquisa de opinião pública;;;;;;;;
17.08;Franquia (Franchising).;1.1110.00.00;Franquia;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.09;Perícias, Laudos, Exames Técnicos E Análises Técnicas.;1.1404.41.00;Serviços de análise laboratorial de solos, sementes e outros materiais propagativos, fitossanitários,água de produção, bromatologia e sanidade animal;S;N;100301;Domicílio principal do adquirente;200038;Fornecimento dos insumos agropecuários e aquícolas (Anexo IX);;
;;1.1404.41.00;Serviços de análise e de exames técnicos sobre pureza e composição;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1404.42.00;Serviços de análise e de exames técnicos de propriedades físicas;;;;;;;;
;;1.1404.43.00;Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos;;;;;;;;
;;1.1404.44.00;Serviços de inspeção técnica de veículos de transporte rodoviário;;;;;;;;
;;1.1404.49.00;Serviços de análise e de exames técnicos não classificados em subposições anteriores;;;;;;;;
17.10;Planejamento, Organização E Administração De Feiras, Exposições, Congressos E Congêneres.;1.1806.61.00;Serviços de assistência e organização de convenções ;;;40101;local do evento;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.62.00;Serviços de assistência e organização de feiras de negócios;;;;;;;;
;;1.1806.63.00;Serviços de assistência e organização de exposições e outros eventos ;;;;;;;;
17.11;"Organização De Festas E Recepções; Bufê (Exceto O Fornecimento De Alimentação E Bebidas, Que Fica Sujeito Ao ICMS).";1.1806.63.00;Serviços de assistência e organização de exposições e outros eventos ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0301.10.00;Fornecimento de refeições acompanhado de serviços de restaurante;;;030101;local da prestação;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.0301.31.00;Fornecimento de alimentação para eventos;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.0301.39.00;Fornecimento de alimentação, incluindo refeições, sob contrato não classificado em subposições anteriores;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
17.12;Administração Em Geral, Inclusive De Bens E Negócios De Terceiros.;1.1001.11.00;Serviços de administração e locação de imóveis residenciais;;;20301;local do imóvel;200046;Operações com bens imóveis;;
;;1.1001.12.90;Serviços de administração e locação de outros imóveis não residenciais;;;;;;;;
;;1.1401.21.00;Serviços de gestão em processos de negócios ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1401.22.00;Serviços de gestão hospitalar;;;;;;;;
17.13;Leilão E Congêneres.;1.1806.90.00;Serviços de apoio não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.14;Advocacia.;1.1301.10.00;Serviços de representação e consultoria jurídica criminal;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
;;1.1301.20.00;Serviços de representação e consultoria jurídica em outras áreas do direito, exceto consultoria tributária;;;;;;;;
;;1.1301.90.00;Serviços jurídicos não classificados em subposições anteriores;;;;;;;;
17.15;Arbitragem De Qualquer Espécie, Inclusive Jurídica.;1.1301.40.00;Serviços de arbitragem, conciliação e mediação;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.16;Auditoria.;1.1302.11.00;Serviços de auditoria contábil;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
;;1.1302.19.00;Serviços de auditoria não classificados em subposições anteriores;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.17;Análise De Organização E Métodos.;1.1806.90.00;Serviços de apoio não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.18;Atuária E Cálculos Técnicos De Qualquer Natureza.;1.0906.30.00;Serviços atuariais ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.19;Contabilidade, Inclusive Serviços Técnicos E Auxiliares.;1.1302.21.00;Serviços de contabilidade;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
;;1.1302.22.00;Serviços de escrituração mercantil;;;;;;;;
;;1.1302.23.00;Serviços de folha de pagamento;;;;;;;;
17.20;Consultoria E Assessoria Econômica Ou Financeira.;1.0905.50.00;Serviços de consultoria financeira ;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
;;1.0905.70.00;Serviços de classificação de risco (rating);;;;;;;;
;;1.0905.80.00;Serviços fiduciários ;;;;;;;;
;;1.1401.12.00;Serviços de consultoria em gestão financeira ;;;;;;;;
17.21;Estatística.;1.1415.00.00;Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
17.22;Cobrança Em Geral.;1.1806.20.00;Serviços de cobrança ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.23;Assessoria, Análise, Avaliação, Atendimento, Consulta, Cadastro, Seleção, Gerenciamento De Informações, Administração De Contas A Receber Ou A Pagar E Em Geral, Relacionados A Operações De Faturização (Factoring).;1.0908.00.00;Fomento comercial (factoring);S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
17.24;Apresentação De Palestras, Conferências, Seminários E Congêneres.;1.2205.14.00;Serviços de palestras e conferências;;;030101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
17.25;Inserção De Textos, Desenhos E Outros Materiais De Propaganda E Publicidade, Em Qualquer Meio (Exceto Em Livros, Jornais, Periódicos E Nas Modalidades De Serviços De Radiodifusão Sonora E De Sons E Imagens De Recepção Livre E Gratuita).(Incluído Pela Lei Complementar Nº 157, De 2016);1.1406.33.00;Venda de espaço para propaganda na rede mundial de computadores, exceto sob comissão ;S;N;100101;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1406.34.00;Venda de espaço para propaganda em mídia exterior, exceto sob comissão;;;;;;;;
;;1.1406.39.00;Venda de espaço ou tempo para propaganda, exceto sob comissão não classificados em subposições anteriores;;;;;;;;
18.01;"Serviços De Regulação De Sinistros Vinculados A Contratos De Seguros; Inspeção E Avaliação De Riscos Para Cobertura De Contratos De Seguros; Prevenção E Gerência De Riscos Seguráveis E Congêneres.";1.0906.20.00;Serviços de perícia e avaliação de seguros e resseguros;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
19.01;Serviços De Distribuição E Venda De Bilhetes E Demais Produtos De Loteria, Bingos, Cartões, Pules Ou Cupons De Apostas, Sorteios, Prêmios, Inclusive Os Decorrentes De Títulos De Capitalização E Congêneres.;1.0905.11.00;Serviços de corretagem de títulos;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
20.01;Serviços Portuários, Ferroportuários, Utilização De Porto, Movimentação De Passageiros, Reboque De Embarcações, Rebocador Escoteiro, Atracação, Desatracação, Serviços De Praticagem, Capatazia, Armazenagem De Qualquer Natureza, Serviços Acessórios, Movimentação De Mercadorias, Serviços De Apoio Marítimo, De Movimentação Ao Largo, Serviços De Armadores, Estiva, Conferência, Logística E Congêneres.;1.0401.21.20;Serviços de transporte aquaviário local de passageiros, por navegação interior, em embarcações para cruzeiros;;;50201;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0601.10.00;Serviços de manuseio de contêineres ;;;;;;;;
;;1.0601.90.00;Serviços de manuseio de cargas não classificados em subposições anteriores ;;;;;;;;
;;1.0605.10.00;Serviços de operação de portos e canais, exceto manuseio de cargas ;;;;;;;;
;;1.0605.20.00;Serviços de praticagem e de atracação;;;;;;;;
;;1.0605.30.00;Serviços de salvamento de embarcações ;;;;;;;;
;;1.0605.40.00;Serviços de navegação de apoio ;;;;;;;;
;;1.0605.90.00;Serviços de apoio ao transporte aquaviário não classificados em subposições anteriores;;;;;;;;
;;1.0602.10.00;Serviços de armazenagem frigorificada ;;;;;;;;
;;1.0602.21.00;Serviços de armazenagem de petróleo e seus derivados ;;;;;;;;
;;1.0602.22.00;Serviços de armazenagem de combustíveis, lubrificantes e GLP, inclusive apresentado em botijões metálicos ;;;;;;;;
;;1.0602.23.00;Serviços de armazenagem de produtos químicos perigosos ;;;;;;;;
;;1.0602.29.00;Serviços de armazenagem de produtos perigosos não classificados em subposições anteriores;;;;;;;;
;;1.0602.31.00;Serviços de armazenagem de granéis sólidos ;;;;;;;;
;;1.0602.32.00;Serviços de armazenagem de granéis líquidos ou liquefeitos ;;;;;;;;
;;1.0602.33.00;Serviços de armazenagem de granéis gasosos ;;;;;;;;
;;1.0602.90.00;Serviços de armazenagem não classificados em subposições anteriores;;;;;;;;
20.02;Serviços Aeroportuários, Utilização De Aeroporto, Movimentação De Passageiros, Armazenagem De Qualquer Natureza, Capatazia, Movimentação De Aeronaves, Serviços De Apoio Aeroportuários, Serviços Acessórios, Movimentação De Mercadorias, Logística E Congêneres.;1.0601.90.00;Serviços de manuseio de cargas não classificados em subposições anteriores ;;;50101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0602.90.00;Serviços de armazenagem não classificados em subposições anteriores;;;;;;;;
;;1.0606.11.00;Serviços de operação aeroportuária, exceto manuseio de cargas ;S;N;100301;Domicílio principal do adquirente;;;;
;;1.0606.12.00;Serviços de controle de tráfego aéreo ;;;;;;;;
;;1.0606.19.00;Serviços de apoio ao transporte aéreo não classificados em subposições anteriores;;;;;;;;
;;1.0606.20.00;Serviços de apoio ao transporte aeroespacial;;;;;;;;
20.03;Serviços De Terminais Rodoviários, Ferroviários, Metroviários, Movimentação De Passageiros, Mercadorias, Inclusive Suas Operações, Logística E Congêneres.;1.0601.90.00;Serviços de manuseio de cargas não classificados em subposições anteriores ;;;50101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0603.00.00;Serviços de apoio ao transporte ferroviário ;s;N;100301;Domicílio principal do adquirente;;;;
;;1.0604.10.00;Serviços de estações rodoviárias ;;;;;;;;
;;1.0604.90.00;Serviços de apoio ao transporte rodoviário não classificados em subposições anteriores;;;;;;;;
21.01;Serviços De Registros Públicos, Cartorários E Notariais.;1.1304.00.00;Serviços notariais e de registro;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
22.01;Serviços De Exploração De Rodovia Mediante Cobrança De Preço Ou Pedágio Dos Usuários, Envolvendo Execução De Serviços De Conservação, Manutenção, Melhoramentos Para Adequação De Capacidade E Segurança De Trânsito, Operação, Monitoração, Assistência Aos Usuários E Outros Serviços Definidos Em Contratos, Atos De Concessão Ou De Permissão Ou Em Normas Oficiais.;1.0604.21.00;Serviços de operação de rodovias ;;;80101;via explorada;000002;Exploração de via;;
;;1.0604.22.00;Serviços de operação de pontes e túneis ;;;;;;;;
23.01;Serviços De Programação E Comunicação Visual, Desenho Industrial E Congêneres.;1.1409.21.00;Serviços de desenho industrial de embalagens, expositores de loja e objetos promocionais para comunicação e vendas;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1409.22.00;Serviços de desenho industrial de produtos, utensílios, equipamentos, vestuário, calçados, ornamentos, joias e objetos pessoais;;;;;;;;
;;1.1409.23.00;Serviços de desenho industrial de máquinas, equipamentos, acessórios e objetos de uso industrial de qualquer natureza;;;;;;;;
;;1.1409.24.00;Serviços de desenho industrial de mobiliários e itens de decoração;;;;;;;;
;;1.1409.25.00;Serviços de desenho industrial de utensílios e equipamentos eletrodomésticos e eletroeletrônicos;;;;;;;;
;;1.1409.29.00;Serviços de desenho industrial não classificados em subposições anteriores;;;;;;;;
;;1.1409.30.00;Serviços de design de marcas, imagens, objetos gráficos e digitais;;;;;;;;
;;1.1409.90.00;Serviços especializados de design não classificados em subposições anteriores;;;;;;;;
24.01;Serviços De Chaveiros, Confecção De Carimbos, Placas, Sinalização Visual, Banners, Adesivos E Congêneres.;1.2606.00.00;Serviços pessoais não classificados em posições anteriores;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
;;;;S;N;100301;Domicílio principal do adquirente;;;;
25.01;"Funerais, Inclusive Fornecimento De Caixão, Urna Ou Esquifes; Aluguel De Capela; Transporte Do Corpo Cadavérico; Fornecimento De Flores, Coroas E Outros Paramentos; Desembaraço De Certidão De Óbito; Fornecimento De Véu, Essa E Outros Adornos; Embalsamento, Embelezamento, Conservação Ou Restauração De Cadáveres.";1.1405.30.00;Serviços funerários, de cremação e de embalsamamento de animais;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2603.00.00;Serviços funerários, de cremação e de embalsamamento;;;;;200029;Fornecimento dos serviços de saúde humana (Anexo III);;
25.02;Translado Intramunicipal E Cremação De Corpos E Partes De Corpos Cadavéricos. (Redação Dada Pela Lei Complementar Nº 157, De 2016);1.1405.30.00;Serviços funerários, de cremação e de embalsamamento de animais;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2603.00.00;Serviços funerários, de cremação e de embalsamamento;;;;;200029;Fornecimento dos serviços de saúde humana (Anexo III);;
25.03;Planos Ou Convênio Funerários.;1.2603.00.00;Serviços funerários, de cremação e de embalsamamento;S;N;100301;Domicílio principal do adquirente;011001;Planos de assistência funerária.;;
25.04;Manutenção E Conservação De Jazigos E Cemitérios.;1.2603.00.00;Serviços funerários, de cremação e de embalsamamento;;;20201;local do imóvel;000001;Situações tributadas integralmente pelo IBS e CBS.;;
25.05;Cessão De Uso De Espaços Em Cemitérios Para Sepultamento. (Incluído Pela Lei Complementar Nº 157, De 2016);1.2603.00.00;Serviços funerários, de cremação e de embalsamamento;;;20101;local do imóvel;000001;Situações tributadas integralmente pelo IBS e CBS.;;
26.01;"Serviços De Coleta, Remessa Ou Entrega De Correspondências, Documentos, Objetos, Bens Ou Valores, Inclusive Pelos Correios E Suas Agências Franqueadas; Courrier E Congêneres.";1.0501.15.00;Serviços de transporte rodoviário de cargas postais e malotes;;;70100;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.0608.10.00;Serviços de coleta e entrega de cargas no transporte multimodal;;;;;;;;
;;1.0701.00.00;Serviços postais e de telegrama;;;;;;;;
;;1.0702.00.00;Serviços de coleta, transporte, remessa ou entrega de documentos ou encomendas, exceto remessas expressas;;;;;;;;
;;1.0703.00.00;Serviços de remessas expressas;;;;;;;;
;;1.1802.40.00;Serviços de carro-forte;;;;;;;;
27.01;Serviços De Assistência Social.;1.2304.11.00;Serviços de reabilitação vocacional para pessoas com deficiência;;;030101;local da prestação;200052;Prestação de serviços de profissões intelectuais;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2304.12.00;Serviços de reabilitação vocacional para desempregados;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2304.19.00;Serviço de reabilitação vocacional não classificados nas subposições anteriores;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2304.20.00;Serviços de orientação e aconselhamento relacionados a crianças e adolescentes;;;030101;;;;;
;;;;;;030102;;;;;
;;;;;;030103;;;;;
;;;;;;030104;;;;;
;;1.2304.90.00;Serviços de assistência social sem acomodação não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;;;;
28.01;Serviços De Avaliação De Bens E Serviços De Qualquer Natureza.;1.1404.14.00;Serviços de informações para avaliação e exploração de recursos naturais;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1001.30.00;Serviços de avaliação de imóveis;;;;;;;;
;;1.0902.10.00;Serviços de valoração de ativos;;;;;;;;
29.01;Serviços De Biblioteconomia.;1.1705.10.00;Serviços de biblioteca;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
;;1.1705.20.00;Serviços de arquivo;;;;;;;;
30.01;Serviços De Biologia, Biotecnologia E Química.;1.1415.00.00;Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
31.01;Serviços Técnicos Em Edificações, Eletrônica, Eletrotécnica, Mecânica, Telecomunicações E Congêneres.;1.1415.00.00;Serviços profissionais, técnicos e gerenciais não classificados em posições anteriores;S;N;100301;Domicílio principal do adquirente;200052;Prestação de serviços de profissões intelectuais;;
32.01;Serviços De Desenhos Técnicos.;1.1409.90.00;Serviços especializados de design não classificados em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
33.01;Serviços De Desembaraço Aduaneiro, Comissários, Despachantes E Congêneres.;1.0204.00.00;Serviços de despacho aduaneiro;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2606.00.00;Serviços pessoais não classificados em posições anteriores;;;;;;;;
34.01;Serviços De Investigações Particulares, Detetives E Congêneres.;1.1802.10.00;Serviços de investigação ;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
35.01;Serviços De Reportagem, Assessoria De Imprensa, Jornalismo E Relações Públicas.;1.1401.31.00;Serviços de assessoria de imprensa;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;;;200040;Fornecimento de serviços de comunicação institucional à administração pública;;
;;1.1401.32.00;Serviços de relações públicas;;;;;200052;Prestação de serviços de profissões intelectuais;;
;;;;;;;;200040;Fornecimento de serviços de comunicação institucional à administração pública;;
;;1.1704.10.00;Serviços de agências de notícias para jornais e periódicos;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1704.20.00;Serviços de agências de notícias para mídia audiovisual;;;;;;;;
36.01;Serviços De Meteorologia.;1.1404.30.00;Serviços meteorológicos e de previsão do tempo;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
37.01;Serviços De Artistas, Atletas, Modelos E Manequins.;1.1806.81.00;Serviços de agenciamento de modelos;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.1806.82.00;Serviços de agenciamento de artistas;;;;;;;;
;;1.1806.83.00;Serviços de agenciamento de atletas;;;;;;;;
;;1.2506.00.00;Serviços fornecidos por atletas e desportistas, por conta própria, e serviços de apoio relacionados com desportes e recreação desportiva;;;;;;;;
;;1.2503.10.00;Serviços de atuação artística;;;;;;;;
;;;;;;;;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
38.01;Serviços De Museologia;1.2504.11.00;Serviços de museus;;;30101;local da prestação;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
;;;;;;;;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2504.12.00;Serviços de preservação e operação de locais e construções históricas;;;30101;local da prestação;;;;
;;;;;;20201;local do imóvel;;;;
39.01;Serviços De Ourivesaria E Lapidação (Quando O Material For Fornecido Pelo Tomador Do Serviço).;1.2002.20.00;Serviços de manutenção e reparação de relógios e joias;;;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;;;;;050102;;;;;
;;;;;;050103;;;;;
;;;;;;050104;;;;;
40.01;Obras De Arte Sob Encomenda.;1.1109.90.00;Cessão definitiva de outros direitos não classificada em subposições anteriores;S;N;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
;;1.2503.20.00;Serviços de autores, compositores, escultores, pintores e outros artistas, exceto os de atuação artística;;;;;;;;
